과목명,학수번호,분반,학점,담당교수,강의시간,종류,영역,combined
글쓰기와커뮤니케이션,0APR1150,26,2.0,변지선,목5~6,기초교양, ,글쓰기와커뮤니케이션 / 0APR1150 / 26 / 2.0 / 변지선 / 목5~6 / 기초교양 / 
글쓰기와커뮤니케이션,0APR1150,27,2.0,손태도,수1~2,기초교양, ,글쓰기와커뮤니케이션 / 0APR1150 / 27 / 2.0 / 손태도 / 수1~2 / 기초교양 / 
글쓰기와커뮤니케이션,0APR1150,28,2.0,변지선,수1~2,기초교양, ,글쓰기와커뮤니케이션 / 0APR1150 / 28 / 2.0 / 변지선 / 수1~2 / 기초교양 / 
글쓰기와커뮤니케이션,0APR1150,30,2.0,변지선,화7~8,기초교양, ,글쓰기와커뮤니케이션 / 0APR1150 / 30 / 2.0 / 변지선 / 화7~8 / 기초교양 / 
글쓰기와커뮤니케이션,0APR1150,37,2.0,이정선,목3~4,기초교양, ,글쓰기와커뮤니케이션 / 0APR1150 / 37 / 2.0 / 이정선 / 목3~4 / 기초교양 / 
글쓰기와커뮤니케이션,0APR1150,38,2.0,윤재연,수7~8,기초교양, ,글쓰기와커뮤니케이션 / 0APR1150 / 38 / 2.0 / 윤재연 / 수7~8 / 기초교양 / 
글쓰기와커뮤니케이션,0APR1150,40,2.0,안신혜,수7~8,기초교양, ,글쓰기와커뮤니케이션 / 0APR1150 / 40 / 2.0 / 안신혜 / 수7~8 / 기초교양 / 
글쓰기와커뮤니케이션,0APR1150,41,2.0,송선령,수7~8,기초교양, ,글쓰기와커뮤니케이션 / 0APR1150 / 41 / 2.0 / 송선령 / 수7~8 / 기초교양 / 
글쓰기와커뮤니케이션,0APR1150,43,2.0,안신혜,수3~4,기초교양, ,글쓰기와커뮤니케이션 / 0APR1150 / 43 / 2.0 / 안신혜 / 수3~4 / 기초교양 / 
글쓰기와커뮤니케이션,0APR1150,44,2.0,송선령,수3~4,기초교양, ,글쓰기와커뮤니케이션 / 0APR1150 / 44 / 2.0 / 송선령 / 수3~4 / 기초교양 / 
글쓰기와커뮤니케이션,0APR1150,45,2.0,이정선,수3~4,기초교양, ,글쓰기와커뮤니케이션 / 0APR1150 / 45 / 2.0 / 이정선 / 수3~4 / 기초교양 / 
대학영어강독2,0APR1154,1,2.0,한상수,"월5, 월14",기초교양, ,"대학영어강독2 / 0APR1154 / 1 / 2.0 / 한상수 / 월5, 월14 / 기초교양 / "
대학영어강독2,0APR1154,2,2.0,한상수,"월6, 월15",기초교양, ,"대학영어강독2 / 0APR1154 / 2 / 2.0 / 한상수 / 월6, 월15 / 기초교양 / "
대학영어강독2,0APR1154,5,2.0,이영경,"수2, 수14",기초교양, ,"대학영어강독2 / 0APR1154 / 5 / 2.0 / 이영경 / 수2, 수14 / 기초교양 / "
대학영어강독2,0APR1154,3,2.0,민주영,"월4, 화14",기초교양, ,"대학영어강독2 / 0APR1154 / 3 / 2.0 / 민주영 / 월4, 화14 / 기초교양 / "
대학영어강독2,0APR1154,4,2.0,박미경,"화4, 화15",기초교양, ,"대학영어강독2 / 0APR1154 / 4 / 2.0 / 박미경 / 화4, 화15 / 기초교양 / "
영어와비판적사고,0APR1195,1,2.0,권설녀,"월4, 월13",기초교양, ,"영어와비판적사고 / 0APR1195 / 1 / 2.0 / 권설녀 / 월4, 월13 / 기초교양 / "
영어와비판적사고,0APR1195,2,2.0,박영주,"월4, 화13",기초교양, ,"영어와비판적사고 / 0APR1195 / 2 / 2.0 / 박영주 / 월4, 화13 / 기초교양 / "
영어와비판적사고,0APR1195,3,2.0,남신흠,"화5, 수13",기초교양, ,"영어와비판적사고 / 0APR1195 / 3 / 2.0 / 남신흠 / 화5, 수13 / 기초교양 / "
영어와비판적사고,0APR1195,4,2.0,남신흠,"화6, 목13",기초교양, ,"영어와비판적사고 / 0APR1195 / 4 / 2.0 / 남신흠 / 화6, 목13 / 기초교양 / "
영어와비판적사고,0APR1195,5,2.0,오복남,"화4, 금13",기초교양, ,"영어와비판적사고 / 0APR1195 / 5 / 2.0 / 오복남 / 화4, 금13 / 기초교양 / "
영어와비판적사고,0APR1195,7,2.0,이영경,"수1, 금15",기초교양, ,"영어와비판적사고 / 0APR1195 / 7 / 2.0 / 이영경 / 수1, 금15 / 기초교양 / "
영어와비판적사고,0APR1195,8,2.0,권설녀,"수3, 목15",기초교양, ,"영어와비판적사고 / 0APR1195 / 8 / 2.0 / 권설녀 / 수3, 목15 / 기초교양 / "
영어와비판적사고,0APR1195,9,2.0,박미경,"수3, 수15",기초교양, ,"영어와비판적사고 / 0APR1195 / 9 / 2.0 / 박미경 / 수3, 수15 / 기초교양 / "
영어와비판적사고,0APR1195,10,2.0,성영미,"월3, 화15",기초교양, ,"영어와비판적사고 / 0APR1195 / 10 / 2.0 / 성영미 / 월3, 화15 / 기초교양 / "
영어와비판적사고,0APR1195,11,2.0,박영주,"월3, 월15",기초교양, ,"영어와비판적사고 / 0APR1195 / 11 / 2.0 / 박영주 / 월3, 월15 / 기초교양 / "
영어와비판적사고,0APR1195,30,2.0,성영미,"월5, 목14",기초교양, ,"영어와비판적사고 / 0APR1195 / 30 / 2.0 / 성영미 / 월5, 목14 / 기초교양 / "
영어와비판적사고,0APR1195,31,2.0,권설녀,"월5, 수14",기초교양, ,"영어와비판적사고 / 0APR1195 / 31 / 2.0 / 권설녀 / 월5, 수14 / 기초교양 / "
영어와비판적사고,0APR1195,33,2.0,이영경,"화13, 수4",기초교양, ,"영어와비판적사고 / 0APR1195 / 33 / 2.0 / 이영경 / 화13, 수4 / 기초교양 / "
영어와비판적사고,0APR1195,34,2.0,박미경,"수4, 수13",기초교양, ,"영어와비판적사고 / 0APR1195 / 34 / 2.0 / 박미경 / 수4, 수13 / 기초교양 / "
영어와비판적사고,0APR1195,12,2.0,전하영,"화1, 금14",기초교양, ,"영어와비판적사고 / 0APR1195 / 12 / 2.0 / 전하영 / 화1, 금14 / 기초교양 / "
영어와비판적사고,0APR1195,13,2.0,전하영,"월2, 목14",기초교양, ,"영어와비판적사고 / 0APR1195 / 13 / 2.0 / 전하영 / 월2, 목14 / 기초교양 / "
영어와비판적사고,0APR1195,14,2.0,민주영,"화3, 수14",기초교양, ,"영어와비판적사고 / 0APR1195 / 14 / 2.0 / 민주영 / 화3, 수14 / 기초교양 / "
영어와비판적사고,0APR1195,15,2.0,민주영,"화4, 화12",기초교양, ,"영어와비판적사고 / 0APR1195 / 15 / 2.0 / 민주영 / 화4, 화12 / 기초교양 / "
영어와비판적사고,0APR1195,16,2.0,최선령,"월14, 화6",기초교양, ,"영어와비판적사고 / 0APR1195 / 16 / 2.0 / 최선령 / 월14, 화6 / 기초교양 / "
영어와비판적사고,0APR1195,17,2.0,김혜경,"월5, 월13",기초교양, ,"영어와비판적사고 / 0APR1195 / 17 / 2.0 / 김혜경 / 월5, 월13 / 기초교양 / "
영어와비판적사고,0APR1195,18,2.0,민주영,"화13, 목5",기초교양, ,"영어와비판적사고 / 0APR1195 / 18 / 2.0 / 민주영 / 화13, 목5 / 기초교양 / "
영어와비판적사고,0APR1195,19,2.0,민주영,"수13, 목6",기초교양, ,"영어와비판적사고 / 0APR1195 / 19 / 2.0 / 민주영 / 수13, 목6 / 기초교양 / "
영어와비판적사고,0APR1195,20,2.0,박영주,"목3, 목13",기초교양, ,"영어와비판적사고 / 0APR1195 / 20 / 2.0 / 박영주 / 목3, 목13 / 기초교양 / "
영어와비판적사고,0APR1195,21,2.0,전하영,"월4, 금13",기초교양, ,"영어와비판적사고 / 0APR1195 / 21 / 2.0 / 전하영 / 월4, 금13 / 기초교양 / "
영어와비판적사고,0APR1195,22,2.0,최선령,"수1, 금15",기초교양, ,"영어와비판적사고 / 0APR1195 / 22 / 2.0 / 최선령 / 수1, 금15 / 기초교양 / "
영어와비판적사고,0APR1195,23,2.0,전하영,"수1, 목15",기초교양, ,"영어와비판적사고 / 0APR1195 / 23 / 2.0 / 전하영 / 수1, 목15 / 기초교양 / "
영어와비판적사고,0APR1195,24,2.0,민주영,"월3, 수15",기초교양, ,"영어와비판적사고 / 0APR1195 / 24 / 2.0 / 민주영 / 월3, 수15 / 기초교양 / "
영어와비판적사고,0APR1195,25,2.0,최선령,"화15, 목1",기초교양, ,"영어와비판적사고 / 0APR1195 / 25 / 2.0 / 최선령 / 화15, 목1 / 기초교양 / "
영어와비판적사고,0APR1195,26,2.0,최선령,"월15, 수3",기초교양, ,"영어와비판적사고 / 0APR1195 / 26 / 2.0 / 최선령 / 월15, 수3 / 기초교양 / "
영어와비판적사고,0APR1195,27,2.0,최선령,"화5, 금14",기초교양, ,"영어와비판적사고 / 0APR1195 / 27 / 2.0 / 최선령 / 화5, 금14 / 기초교양 / "
영어와비판적사고,0APR1195,28,2.0,김혜경,"월14, 수3",기초교양, ,"영어와비판적사고 / 0APR1195 / 28 / 2.0 / 김혜경 / 월14, 수3 / 기초교양 / "
영어와비판적사고,0APR1195,29,2.0,전하영,"화14, 수5",기초교양, ,"영어와비판적사고 / 0APR1195 / 29 / 2.0 / 전하영 / 화14, 수5 / 기초교양 / "
영어와비판적사고,0APR1195,32,2.0,오복남,"월13, 화5",기초교양, ,"영어와비판적사고 / 0APR1195 / 32 / 2.0 / 오복남 / 월13, 화5 / 기초교양 / "
영어와비판적사고,0APR1195,35,2.0,최선령,"목3, 목13",기초교양, ,"영어와비판적사고 / 0APR1195 / 35 / 2.0 / 최선령 / 목3, 목13 / 기초교양 / "
영어와비판적사고,0APR1195,36,2.0,김혜경,"월4, 금13",기초교양, ,"영어와비판적사고 / 0APR1195 / 36 / 2.0 / 김혜경 / 월4, 금13 / 기초교양 / "
대학영어회화1,0APR1171,1,2.0,이혜빈,월1~2,기초교양, ,대학영어회화1 / 0APR1171 / 1 / 2.0 / 이혜빈 / 월1~2 / 기초교양 / 
대학영어회화1,0APR1171,2,2.0,데렉 존 토마스,월1~2,기초교양, ,대학영어회화1 / 0APR1171 / 2 / 2.0 / 데렉 존 토마스 / 월1~2 / 기초교양 / 
대학영어회화1,0APR1171,3,2.0,데이비드 데보라,월5~6,기초교양, ,대학영어회화1 / 0APR1171 / 3 / 2.0 / 데이비드 데보라 / 월5~6 / 기초교양 / 
대학영어회화1,0APR1171,4,2.0,이혜빈,월5~6,기초교양, ,대학영어회화1 / 0APR1171 / 4 / 2.0 / 이혜빈 / 월5~6 / 기초교양 / 
대학영어회화1,0APR1171,5,2.0,지맥심,월5~6,기초교양, ,대학영어회화1 / 0APR1171 / 5 / 2.0 / 지맥심 / 월5~6 / 기초교양 / 
대학영어회화1,0APR1171,6,2.0,스테판,월5~6,기초교양, ,대학영어회화1 / 0APR1171 / 6 / 2.0 / 스테판 / 월5~6 / 기초교양 / 
대학영어회화1,0APR1171,7,2.0,허친슨,월5~6,기초교양, ,대학영어회화1 / 0APR1171 / 7 / 2.0 / 허친슨 / 월5~6 / 기초교양 / 
대학영어회화1,0APR1171,8,2.0,데렉 존 토마스,월7~8,기초교양, ,대학영어회화1 / 0APR1171 / 8 / 2.0 / 데렉 존 토마스 / 월7~8 / 기초교양 / 
대학영어회화1,0APR1171,9,2.0,지맥심,월7~8,기초교양, ,대학영어회화1 / 0APR1171 / 9 / 2.0 / 지맥심 / 월7~8 / 기초교양 / 
대학영어회화1,0APR1171,10,2.0,캐스퍼,월7~8,기초교양, ,대학영어회화1 / 0APR1171 / 10 / 2.0 / 캐스퍼 / 월7~8 / 기초교양 / 
대학영어회화1,0APR1171,11,2.0,로나 워싱턴,월7~8,기초교양, ,대학영어회화1 / 0APR1171 / 11 / 2.0 / 로나 워싱턴 / 월7~8 / 기초교양 / 
대학영어회화1,0APR1171,12,2.0,알렉산더,화5~6,기초교양, ,대학영어회화1 / 0APR1171 / 12 / 2.0 / 알렉산더 / 화5~6 / 기초교양 / 
대학영어회화1,0APR1171,13,2.0,이혜빈,화5~6,기초교양, ,대학영어회화1 / 0APR1171 / 13 / 2.0 / 이혜빈 / 화5~6 / 기초교양 / 
대학영어회화1,0APR1171,14,2.0,데렉 존 토마스,화5~6,기초교양, ,대학영어회화1 / 0APR1171 / 14 / 2.0 / 데렉 존 토마스 / 화5~6 / 기초교양 / 
대학영어회화1,0APR1171,15,2.0,지맥심,화5~6,기초교양, ,대학영어회화1 / 0APR1171 / 15 / 2.0 / 지맥심 / 화5~6 / 기초교양 / 
대학영어회화1,0APR1171,16,2.0,로나 워싱턴,화5~6,기초교양, ,대학영어회화1 / 0APR1171 / 16 / 2.0 / 로나 워싱턴 / 화5~6 / 기초교양 / 
대학영어회화1,0APR1171,17,2.0,아산티 매튜,화5~6,기초교양, ,대학영어회화1 / 0APR1171 / 17 / 2.0 / 아산티 매튜 / 화5~6 / 기초교양 / 
대학영어회화1,0APR1171,18,2.0,스테판,화5~6,기초교양, ,대학영어회화1 / 0APR1171 / 18 / 2.0 / 스테판 / 화5~6 / 기초교양 / 
대학영어회화1,0APR1171,19,2.0,사무엘,화5~6,기초교양, ,대학영어회화1 / 0APR1171 / 19 / 2.0 / 사무엘 / 화5~6 / 기초교양 / 
대학영어회화1,0APR1171,20,2.0,데이비드 데보라,수1~2,기초교양, ,대학영어회화1 / 0APR1171 / 20 / 2.0 / 데이비드 데보라 / 수1~2 / 기초교양 / 
대학영어회화1,0APR1171,21,2.0,켄딕슨,수1~2,기초교양, ,대학영어회화1 / 0APR1171 / 21 / 2.0 / 켄딕슨 / 수1~2 / 기초교양 / 
대학영어회화1,0APR1171,22,2.0,스테판,수1~2,기초교양, ,대학영어회화1 / 0APR1171 / 22 / 2.0 / 스테판 / 수1~2 / 기초교양 / 
대학영어회화1,0APR1171,23,2.0,데이비드 데보라,수7~8,기초교양, ,대학영어회화1 / 0APR1171 / 23 / 2.0 / 데이비드 데보라 / 수7~8 / 기초교양 / 
대학영어회화1,0APR1171,24,2.0,켄딕슨,수7~8,기초교양, ,대학영어회화1 / 0APR1171 / 24 / 2.0 / 켄딕슨 / 수7~8 / 기초교양 / 
대학영어회화1,0APR1171,25,2.0,데렉 존 토마스,월3~4,기초교양, ,대학영어회화1 / 0APR1171 / 25 / 2.0 / 데렉 존 토마스 / 월3~4 / 기초교양 / 
대학영어회화1,0APR1171,26,2.0,로나 워싱턴,월3~4,기초교양, ,대학영어회화1 / 0APR1171 / 26 / 2.0 / 로나 워싱턴 / 월3~4 / 기초교양 / 
대학영어회화1,0APR1171,27,2.0,스테판,월3~4,기초교양, ,대학영어회화1 / 0APR1171 / 27 / 2.0 / 스테판 / 월3~4 / 기초교양 / 
대학영어회화1,0APR1171,28,2.0,데렉 존 토마스,목1~2,기초교양, ,대학영어회화1 / 0APR1171 / 28 / 2.0 / 데렉 존 토마스 / 목1~2 / 기초교양 / 
대학영어회화1,0APR1171,29,2.0,캐스퍼,목1~2,기초교양, ,대학영어회화1 / 0APR1171 / 29 / 2.0 / 캐스퍼 / 목1~2 / 기초교양 / 
대학영어회화1,0APR1171,30,2.0,로나 워싱턴,목1~2,기초교양, ,대학영어회화1 / 0APR1171 / 30 / 2.0 / 로나 워싱턴 / 목1~2 / 기초교양 / 
대학영어회화1,0APR1171,31,2.0,아산티 매튜,목1~2,기초교양, ,대학영어회화1 / 0APR1171 / 31 / 2.0 / 아산티 매튜 / 목1~2 / 기초교양 / 
대학영어회화1,0APR1171,32,2.0,사무엘,목1~2,기초교양, ,대학영어회화1 / 0APR1171 / 32 / 2.0 / 사무엘 / 목1~2 / 기초교양 / 
대학영어회화1,0APR1171,33,2.0,다니엘와이버그,월1~2,기초교양, ,대학영어회화1 / 0APR1171 / 33 / 2.0 / 다니엘와이버그 / 월1~2 / 기초교양 / 
대학영어회화1,0APR1171,34,2.0,브라이언,월1~2,기초교양, ,대학영어회화1 / 0APR1171 / 34 / 2.0 / 브라이언 / 월1~2 / 기초교양 / 
대학영어회화1,0APR1171,35,2.0,켄딕슨,월1~2,기초교양, ,대학영어회화1 / 0APR1171 / 35 / 2.0 / 켄딕슨 / 월1~2 / 기초교양 / 
대학영어회화1,0APR1171,36,2.0,매튜,월1~2,기초교양, ,대학영어회화1 / 0APR1171 / 36 / 2.0 / 매튜 / 월1~2 / 기초교양 / 
대학영어회화1,0APR1171,37,2.0,다니엘베리,월1~2,기초교양, ,대학영어회화1 / 0APR1171 / 37 / 2.0 / 다니엘베리 / 월1~2 / 기초교양 / 
대학영어회화1,0APR1171,38,2.0,바이런,월1~2,기초교양, ,대학영어회화1 / 0APR1171 / 38 / 2.0 / 바이런 / 월1~2 / 기초교양 / 
대학영어회화1,0APR1171,39,2.0,마이클,월1~2,기초교양, ,대학영어회화1 / 0APR1171 / 39 / 2.0 / 마이클 / 월1~2 / 기초교양 / 
대학영어회화1,0APR1171,40,2.0,최승준,월1~2,기초교양, ,대학영어회화1 / 0APR1171 / 40 / 2.0 / 최승준 / 월1~2 / 기초교양 / 
대학영어회화1,0APR1171,41,2.0,제임스,월1~2,기초교양, ,대학영어회화1 / 0APR1171 / 41 / 2.0 / 제임스 / 월1~2 / 기초교양 / 
대학영어회화1,0APR1171,42,2.0,피터안토니,월1~2,기초교양, ,대학영어회화1 / 0APR1171 / 42 / 2.0 / 피터안토니 / 월1~2 / 기초교양 / 
대학영어회화1,0APR1171,43,2.0,텐진 버제스,월1~2,기초교양, ,대학영어회화1 / 0APR1171 / 43 / 2.0 / 텐진 버제스 / 월1~2 / 기초교양 / 
대학영어회화1,0APR1171,44,2.0,다니엘와이버그,월5~6,기초교양, ,대학영어회화1 / 0APR1171 / 44 / 2.0 / 다니엘와이버그 / 월5~6 / 기초교양 / 
대학영어회화1,0APR1171,45,2.0,브라이언,월5~6,기초교양, ,대학영어회화1 / 0APR1171 / 45 / 2.0 / 브라이언 / 월5~6 / 기초교양 / 
대학영어회화1,0APR1171,46,2.0,켄딕슨,월5~6,기초교양, ,대학영어회화1 / 0APR1171 / 46 / 2.0 / 켄딕슨 / 월5~6 / 기초교양 / 
대학영어회화1,0APR1171,47,2.0,매튜,월5~6,기초교양, ,대학영어회화1 / 0APR1171 / 47 / 2.0 / 매튜 / 월5~6 / 기초교양 / 
대학영어회화1,0APR1171,48,2.0,다니엘베리,월5~6,기초교양, ,대학영어회화1 / 0APR1171 / 48 / 2.0 / 다니엘베리 / 월5~6 / 기초교양 / 
대학영어회화1,0APR1171,49,2.0,바이런,월5~6,기초교양, ,대학영어회화1 / 0APR1171 / 49 / 2.0 / 바이런 / 월5~6 / 기초교양 / 
대학영어회화1,0APR1171,50,2.0,마이클,월5~6,기초교양, ,대학영어회화1 / 0APR1171 / 50 / 2.0 / 마이클 / 월5~6 / 기초교양 / 
대학영어회화1,0APR1171,51,2.0,최승준,월5~6,기초교양, ,대학영어회화1 / 0APR1171 / 51 / 2.0 / 최승준 / 월5~6 / 기초교양 / 
대학영어회화1,0APR1171,52,2.0,제임스,월5~6,기초교양, ,대학영어회화1 / 0APR1171 / 52 / 2.0 / 제임스 / 월5~6 / 기초교양 / 
대학영어회화1,0APR1171,53,2.0,피터안토니,월5~6,기초교양, ,대학영어회화1 / 0APR1171 / 53 / 2.0 / 피터안토니 / 월5~6 / 기초교양 / 
대학영어회화1,0APR1171,54,2.0,벤자민 스웬슨,월5~6,기초교양, ,대학영어회화1 / 0APR1171 / 54 / 2.0 / 벤자민 스웬슨 / 월5~6 / 기초교양 / 
대학영어회화1,0APR1171,55,2.0,텐진 버제스,월5~6,기초교양, ,대학영어회화1 / 0APR1171 / 55 / 2.0 / 텐진 버제스 / 월5~6 / 기초교양 / 
대학영어회화1,0APR1171,56,2.0,다니엘베리,월7~8,기초교양, ,대학영어회화1 / 0APR1171 / 56 / 2.0 / 다니엘베리 / 월7~8 / 기초교양 / 
대학영어회화1,0APR1171,57,2.0,바이런,월7~8,기초교양, ,대학영어회화1 / 0APR1171 / 57 / 2.0 / 바이런 / 월7~8 / 기초교양 / 
대학영어회화1,0APR1171,58,2.0,마이클,월7~8,기초교양, ,대학영어회화1 / 0APR1171 / 58 / 2.0 / 마이클 / 월7~8 / 기초교양 / 
대학영어회화1,0APR1171,59,2.0,유진박,월7~8,기초교양, ,대학영어회화1 / 0APR1171 / 59 / 2.0 / 유진박 / 월7~8 / 기초교양 / 
대학영어회화1,0APR1171,60,2.0,최승준,월7~8,기초교양, ,대학영어회화1 / 0APR1171 / 60 / 2.0 / 최승준 / 월7~8 / 기초교양 / 
대학영어회화1,0APR1171,61,2.0,피터안토니,월7~8,기초교양, ,대학영어회화1 / 0APR1171 / 61 / 2.0 / 피터안토니 / 월7~8 / 기초교양 / 
대학영어회화1,0APR1171,62,2.0,벤자민 스웬슨,월7~8,기초교양, ,대학영어회화1 / 0APR1171 / 62 / 2.0 / 벤자민 스웬슨 / 월7~8 / 기초교양 / 
대학영어회화1,0APR1171,63,2.0,텐진 버제스,월7~8,기초교양, ,대학영어회화1 / 0APR1171 / 63 / 2.0 / 텐진 버제스 / 월7~8 / 기초교양 / 
대학영어회화1,0APR1171,64,2.0,조나단 레이커,월7~8,기초교양, ,대학영어회화1 / 0APR1171 / 64 / 2.0 / 조나단 레이커 / 월7~8 / 기초교양 / 
대학영어회화1,0APR1171,65,2.0,알렉산더,월7~8,기초교양, ,대학영어회화1 / 0APR1171 / 65 / 2.0 / 알렉산더 / 월7~8 / 기초교양 / 
대학영어회화1,0APR1171,66,2.0,브라이언,월7~8,기초교양, ,대학영어회화1 / 0APR1171 / 66 / 2.0 / 브라이언 / 월7~8 / 기초교양 / 
대학영어회화1,0APR1171,67,2.0,바이런,화1~2,기초교양, ,대학영어회화1 / 0APR1171 / 67 / 2.0 / 바이런 / 화1~2 / 기초교양 / 
대학영어회화1,0APR1171,68,2.0,유진박,화1~2,기초교양, ,대학영어회화1 / 0APR1171 / 68 / 2.0 / 유진박 / 화1~2 / 기초교양 / 
대학영어회화1,0APR1171,69,2.0,권지영,화1~2,기초교양, ,대학영어회화1 / 0APR1171 / 69 / 2.0 / 권지영 / 화1~2 / 기초교양 / 
대학영어회화1,0APR1171,70,2.0,피터안토니,화1~2,기초교양, ,대학영어회화1 / 0APR1171 / 70 / 2.0 / 피터안토니 / 화1~2 / 기초교양 / 
대학영어회화1,0APR1171,71,2.0,벤자민 스웬슨,화1~2,기초교양, ,대학영어회화1 / 0APR1171 / 71 / 2.0 / 벤자민 스웬슨 / 화1~2 / 기초교양 / 
대학영어회화1,0APR1171,72,2.0,텐진 버제스,화1~2,기초교양, ,대학영어회화1 / 0APR1171 / 72 / 2.0 / 텐진 버제스 / 화1~2 / 기초교양 / 
대학영어회화1,0APR1171,73,2.0,조나단 레이커,화1~2,기초교양, ,대학영어회화1 / 0APR1171 / 73 / 2.0 / 조나단 레이커 / 화1~2 / 기초교양 / 
대학영어회화1,0APR1171,74,2.0,브라이언,화5~6,기초교양, ,대학영어회화1 / 0APR1171 / 74 / 2.0 / 브라이언 / 화5~6 / 기초교양 / 
