과목명,학수번호,분반,학점,담당교수,강의시간,종류,영역,combined
생명보건과SW활용,0ARC9131,1,2.0,교수미정,"월3, 금15",대학기초, ,"생명보건과SW활용 / 0ARC9131 / 1 / 2.0 / 교수미정 / 월3, 금15 / 대학기초 / "
생명보건과SW활용,0ARC9131,2,2.0,이경희,"월3, 금13",대학기초, ,"생명보건과SW활용 / 0ARC9131 / 2 / 2.0 / 이경희 / 월3, 금13 / 대학기초 / "
생명보건과SW활용,0ARC9131,3,2.0,교수미정,"월2, 목13",대학기초, ,"생명보건과SW활용 / 0ARC9131 / 3 / 2.0 / 교수미정 / 월2, 목13 / 대학기초 / "
생명보건과SW활용,0ARC9131,4,2.0,교수미정,"월4, 수13",대학기초, ,"생명보건과SW활용 / 0ARC9131 / 4 / 2.0 / 교수미정 / 월4, 수13 / 대학기초 / "
융합과SW활용,0ARC9133,1,2.0,엄기순,"화6, 수14",대학기초, ,"융합과SW활용 / 0ARC9133 / 1 / 2.0 / 엄기순 / 화6, 수14 / 대학기초 / "
융합과SW활용,0ARC9133,7,2.0,김병철,"목1, 목13",대학기초, ,"융합과SW활용 / 0ARC9133 / 7 / 2.0 / 김병철 / 목1, 목13 / 대학기초 / "
융합과SW활용,0ARC9133,8,2.0,교수미정,"수13, 목2",대학기초, ,"융합과SW활용 / 0ARC9133 / 8 / 2.0 / 교수미정 / 수13, 목2 / 대학기초 / "
융합과SW활용,0ARC9133,9,2.0,문정경,"화15, 수4",대학기초, ,"융합과SW활용 / 0ARC9133 / 9 / 2.0 / 문정경 / 화15, 수4 / 대학기초 / "
융합과SW활용,0ARC9133,10,2.0,김인주,"화14, 수4",대학기초, ,"융합과SW활용 / 0ARC9133 / 10 / 2.0 / 김인주 / 화14, 수4 / 대학기초 / "
융합과SW활용,0ARC9133,11,2.0,권용준,"화13, 수1",대학기초, ,"융합과SW활용 / 0ARC9133 / 11 / 2.0 / 권용준 / 화13, 수1 / 대학기초 / "
수학의이해1,0ARC9118,1,3.0,배수기,"월1~2, 화7~8",대학기초, ,"수학의이해1 / 0ARC9118 / 1 / 3.0 / 배수기 / 월1~2, 화7~8 / 대학기초 / "
수학의이해1,0ARC9118,2,3.0,박영자,"수1~2, 목5~6",대학기초, ,"수학의이해1 / 0ARC9118 / 2 / 3.0 / 박영자 / 수1~2, 목5~6 / 대학기초 / "
수학의이해1,0ARC9118,3,3.0,이경복,"월3~4, 수7~8",대학기초, ,"수학의이해1 / 0ARC9118 / 3 / 3.0 / 이경복 / 월3~4, 수7~8 / 대학기초 / "
수학의이해1,0ARC9118,4,3.0,김현정,"월3~4, 화5~6",대학기초, ,"수학의이해1 / 0ARC9118 / 4 / 3.0 / 김현정 / 월3~4, 화5~6 / 대학기초 / "
수학의이해1,0ARC9118,5,3.0,박용범,"수1~2, 목7~8",대학기초, ,"수학의이해1 / 0ARC9118 / 5 / 3.0 / 박용범 / 수1~2, 목7~8 / 대학기초 / "
수학의이해1,0ARC9118,6,3.0,하용선,"월7~8, 화7~8",대학기초, ,"수학의이해1 / 0ARC9118 / 6 / 3.0 / 하용선 / 월7~8, 화7~8 / 대학기초 / "
수학의이해1,0ARC9118,7,3.0,박영자,"화5~6, 수3~4",대학기초, ,"수학의이해1 / 0ARC9118 / 7 / 3.0 / 박영자 / 화5~6, 수3~4 / 대학기초 / "
수학의이해1,0ARC9118,8,3.0,이경복,"화5~6, 목1~2",대학기초, ,"수학의이해1 / 0ARC9118 / 8 / 3.0 / 이경복 / 화5~6, 목1~2 / 대학기초 / "
수학의이해1,0ARC9118,9,3.0,이경복,"월1~2, 화7~8",대학기초, ,"수학의이해1 / 0ARC9118 / 9 / 3.0 / 이경복 / 월1~2, 화7~8 / 대학기초 / "
수학의이해1,0ARC9118,10,3.0,김현정,"월1~2, 화7~8",대학기초, ,"수학의이해1 / 0ARC9118 / 10 / 3.0 / 김현정 / 월1~2, 화7~8 / 대학기초 / "
수학의이해1,0ARC9118,11,3.0,김귀석,"월3~4, 수1~2",대학기초, ,"수학의이해1 / 0ARC9118 / 11 / 3.0 / 김귀석 / 월3~4, 수1~2 / 대학기초 / "
수학의이해1,0ARC9118,12,3.0,박영자,"화1~2, 수7~8",대학기초, ,"수학의이해1 / 0ARC9118 / 12 / 3.0 / 박영자 / 화1~2, 수7~8 / 대학기초 / "
수학의이해1,0ARC9118,13,3.0,박차식,"월2~3, 수6~7",대학기초, ,"수학의이해1 / 0ARC9118 / 13 / 3.0 / 박차식 / 월2~3, 수6~7 / 대학기초 / "
수학의이해1,0ARC9118,14,3.0,하용선,"화1~2, 목7~8",대학기초, ,"수학의이해1 / 0ARC9118 / 14 / 3.0 / 하용선 / 화1~2, 목7~8 / 대학기초 / "
수학의이해1,0ARC9118,15,3.0,박용범,"수5~6, 목5~6",대학기초, ,"수학의이해1 / 0ARC9118 / 15 / 3.0 / 박용범 / 수5~6, 목5~6 / 대학기초 / "
수학의이해1,0ARC9118,16,3.0,김현정,"수5~6, 목5~6",대학기초, ,"수학의이해1 / 0ARC9118 / 16 / 3.0 / 김현정 / 수5~6, 목5~6 / 대학기초 / "
수학의이해1,0ARC9118,17,3.0,이근창,"월7~8, 목7~8",대학기초, ,"수학의이해1 / 0ARC9118 / 17 / 3.0 / 이근창 / 월7~8, 목7~8 / 대학기초 / "
수학의이해1,0ARC9118,18,3.0,배수기,"월7~8, 화5~6",대학기초, ,"수학의이해1 / 0ARC9118 / 18 / 3.0 / 배수기 / 월7~8, 화5~6 / 대학기초 / "
수학의이해1,0ARC9118,19,3.0,김귀석,"월7~8, 화3~4",대학기초, ,"수학의이해1 / 0ARC9118 / 19 / 3.0 / 김귀석 / 월7~8, 화3~4 / 대학기초 / "
수학의이해1,0ARC9118,20,3.0,김현정,"수7~8, 목3~4",대학기초, ,"수학의이해1 / 0ARC9118 / 20 / 3.0 / 김현정 / 수7~8, 목3~4 / 대학기초 / "
수학의이해1,0ARC9118,21,3.0,이근창,"수7~8, 목3~4",대학기초, ,"수학의이해1 / 0ARC9118 / 21 / 3.0 / 이근창 / 수7~8, 목3~4 / 대학기초 / "
수학의이해1,0ARC9118,22,3.0,박영자,"수5~6, 목3~4",대학기초, ,"수학의이해1 / 0ARC9118 / 22 / 3.0 / 박영자 / 수5~6, 목3~4 / 대학기초 / "
수학의이해1,0ARC9118,23,3.0,이경복,"수5~6, 목3~4",대학기초, ,"수학의이해1 / 0ARC9118 / 23 / 3.0 / 이경복 / 수5~6, 목3~4 / 대학기초 / "
수학의이해1,0ARC9118,24,3.0,오동철,"화1~2, 수7~8",대학기초, ,"수학의이해1 / 0ARC9118 / 24 / 3.0 / 오동철 / 화1~2, 수7~8 / 대학기초 / "
수학의이해1,0ARC9118,25,3.0,장상훈,"월5~6, 수7~8",대학기초, ,"수학의이해1 / 0ARC9118 / 25 / 3.0 / 장상훈 / 월5~6, 수7~8 / 대학기초 / "
수학의이해1,0ARC9118,26,3.0,장상훈,"월7~8, 수5~6",대학기초, ,"수학의이해1 / 0ARC9118 / 26 / 3.0 / 장상훈 / 월7~8, 수5~6 / 대학기초 / "
빅데이터와경영,0AAO0008,7,3.0,배지은,화7~9,자유선택, ,빅데이터와경영 / 0AAO0008 / 7 / 3.0 / 배지은 / 화7~9 / 자유선택 / 
모두가디자이너(디자인씽킹과창업),0AAO0010,7,3.0,서민범,수5~7,자유선택, ,모두가디자이너(디자인씽킹과창업) / 0AAO0010 / 7 / 3.0 / 서민범 / 수5~7 / 자유선택 / 
데이터마이닝,0AAO0023,7,3.0,임대환,화5~7,자유선택, ,데이터마이닝 / 0AAO0023 / 7 / 3.0 / 임대환 / 화5~7 / 자유선택 / 
기업의역사(기업가정신),0APR1167,7,2.0,노혜경,월5~6,자유선택, ,기업의역사(기업가정신) / 0APR1167 / 7 / 2.0 / 노혜경 / 월5~6 / 자유선택 / 
진로설계와자기개발(진로와벤처정신),0ARK2000,7,2.0,이도식,금1~2,자유선택, ,진로설계와자기개발(진로와벤처정신) / 0ARK2000 / 7 / 2.0 / 이도식 / 금1~2 / 자유선택 / 
성공취업전략,0ARK3000,7,2.0,금두환,금6~7,자유선택, ,성공취업전략 / 0ARK3000 / 7 / 2.0 / 금두환 / 금6~7 / 자유선택 / 
국가안보론,0ARK6021,7,2.0,곽정근,수5~6,자유선택, ,국가안보론 / 0ARK6021 / 7 / 2.0 / 곽정근 / 수5~6 / 자유선택 / 
글로벌시대의한국인문학,0ARK6038,7,3.0,노혜경,월2~4,자유선택, ,글로벌시대의한국인문학 / 0ARK6038 / 7 / 3.0 / 노혜경 / 월2~4 / 자유선택 / 
대인관계와자기성장,0ARK6076,7,2.0,이점영,목1~2,자유선택, ,대인관계와자기성장 / 0ARK6076 / 7 / 2.0 / 이점영 / 목1~2 / 자유선택 / 
한국문화의이해,0ARK6096,7,3.0,조한필,월7~9,자유선택, ,한국문화의이해 / 0ARK6096 / 7 / 3.0 / 조한필 / 월7~9 / 자유선택 / 
문화브랜드와공간마케팅,0ARK6106,7,3.0,정성욱,"목2~3, 토12",자유선택, ,"문화브랜드와공간마케팅 / 0ARK6106 / 7 / 3.0 / 정성욱 / 목2~3, 토12 / 자유선택 / "
한미정부자료를통해본한미관계사,0ARK6113,7,3.0,이세진,월5~7,자유선택, ,한미정부자료를통해본한미관계사 / 0ARK6113 / 7 / 3.0 / 이세진 / 월5~7 / 자유선택 / 
사서에서배우는세상을바꾸는지혜,0ARK6116,7,3.0,황길주,화4~6,자유선택, ,사서에서배우는세상을바꾸는지혜 / 0ARK6116 / 7 / 3.0 / 황길주 / 화4~6 / 자유선택 / 
"현대,미래와친환경기술",0ARK6122,7,3.0,박범섭,"화4~5, 화14",자유선택, ,"현대,미래와친환경기술 / 0ARK6122 / 7 / 3.0 / 박범섭 / 화4~5, 화14 / 자유선택 / "
다양성수용을위한언어의이해,0ARK6128,7,3.0,윤재연,월4~6,자유선택, ,다양성수용을위한언어의이해 / 0ARK6128 / 7 / 3.0 / 윤재연 / 월4~6 / 자유선택 / 
현대중국입문,0ARK6129,7,3.0,전가림,"월3~4, 토0",자유선택, ,"현대중국입문 / 0ARK6129 / 7 / 3.0 / 전가림 / 월3~4, 토0 / 자유선택 / "
고전서사와문화콘텐츠스토리텔링,0ARK6131,7,3.0,이정선,월2~4,자유선택, ,고전서사와문화콘텐츠스토리텔링 / 0ARK6131 / 7 / 3.0 / 이정선 / 월2~4 / 자유선택 / 
대중문화속의미디어깊이읽기,0ARK6132,7,3.0,이정선,월6~8,자유선택, ,대중문화속의미디어깊이읽기 / 0ARK6132 / 7 / 3.0 / 이정선 / 월6~8 / 자유선택 / 
이미지인식기반의인공지능헬스케어시스템구현,0ARK6133,7,3.0,임대환,화2~4,자유선택, ,이미지인식기반의인공지능헬스케어시스템구현 / 0ARK6133 / 7 / 3.0 / 임대환 / 화2~4 / 자유선택 / 
4차산업혁명시대의에너지시장개론,0ARK6134,7,3.0,이명희,화1~3,자유선택, ,4차산업혁명시대의에너지시장개론 / 0ARK6134 / 7 / 3.0 / 이명희 / 화1~3 / 자유선택 / 
모두의다양성,0ARK6136,7,3.0,서민범,목5~7,자유선택, ,모두의다양성 / 0ARK6136 / 7 / 3.0 / 서민범 / 목5~7 / 자유선택 / 
문화콘텐츠와문화유산,0ARK6138,7,3.0,김병철,"월2~3, 목5",자유선택, ,"문화콘텐츠와문화유산 / 0ARK6138 / 7 / 3.0 / 김병철 / 월2~3, 목5 / 자유선택 / "
문화콘텐츠와문화유산,0ARK6138,7,3.0,변지선,"월2~3, 목5",자유선택, ,"문화콘텐츠와문화유산 / 0ARK6138 / 7 / 3.0 / 변지선 / 월2~3, 목5 / 자유선택 / "
영상콘텐츠스토리텔링,0ARK6150,7,3.0,김용석,수5~7,자유선택, ,영상콘텐츠스토리텔링 / 0ARK6150 / 7 / 3.0 / 김용석 / 수5~7 / 자유선택 / 
영어독서지도법,0ARK6155,7,3.0,장선미,목6~8,자유선택, ,영어독서지도법 / 0ARK6155 / 7 / 3.0 / 장선미 / 목6~8 / 자유선택 / 
관광스토리텔링,0ARK6159,7,3.0,강만진,"월2~3, 토10",자유선택, ,"관광스토리텔링 / 0ARK6159 / 7 / 3.0 / 강만진 / 월2~3, 토10 / 자유선택 / "
창의적문제해결과리더십,0ARK6164,7,3.0,오윤채,"목9~10, 토11",자유선택, ,"창의적문제해결과리더십 / 0ARK6164 / 7 / 3.0 / 오윤채 / 목9~10, 토11 / 자유선택 / "
중고급한국어문법,0ARK6167,7,3.0,문영하,수2~4,자유선택, ,중고급한국어문법 / 0ARK6167 / 7 / 3.0 / 문영하 / 수2~4 / 자유선택 / 
한국어능력시험의이해,0ARK6168,7,2.0,정성헌,월5~6,자유선택, ,한국어능력시험의이해 / 0ARK6168 / 7 / 2.0 / 정성헌 / 월5~6 / 자유선택 / 
한국어발표와프레젠테이션,0ARK6206,7,3.0,교수미정,목2~4,자유선택, ,한국어발표와프레젠테이션 / 0ARK6206 / 7 / 3.0 / 교수미정 / 목2~4 / 자유선택 / 
한국의언어문화,0ARK6207,7,3.0,교수미정,수5~7,자유선택, ,한국의언어문화 / 0ARK6207 / 7 / 3.0 / 교수미정 / 수5~7 / 자유선택 / 
기술전략과R&D기획,0ARK6225,7,3.0,이성희,목5~7,자유선택, ,기술전략과R&D기획 / 0ARK6225 / 7 / 3.0 / 이성희 / 목5~7 / 자유선택 / 
기술·시장데이터분석,0ARK6226,7,3.0,강소라,목2~4,자유선택, ,기술·시장데이터분석 / 0ARK6226 / 7 / 3.0 / 강소라 / 목2~4 / 자유선택 / 
사회적기업의창업,0ASS6232,7,3.0,어윤수,월6~8,자유선택, ,사회적기업의창업 / 0ASS6232 / 7 / 3.0 / 어윤수 / 월6~8 / 자유선택 / 
지식서비스창업,0AST0001,7,3.0,김용주,목5~7,자유선택, ,지식서비스창업 / 0AST0001 / 7 / 3.0 / 김용주 / 목5~7 / 자유선택 / 
대학생을위한실용금융,0AST0035,7,3.0,박남태,"월6~7, 토10",자유선택, ,"대학생을위한실용금융 / 0AST0035 / 7 / 3.0 / 박남태 / 월6~7, 토10 / 자유선택 / "
인터넷쇼핑몰의창업과경영,0AST0051,7,3.0,이상원,월2~4,자유선택, ,인터넷쇼핑몰의창업과경영 / 0AST0051 / 7 / 3.0 / 이상원 / 월2~4 / 자유선택 / 
인공지능기초이해,0AST0060,7,3.0,임대환,월5~7,자유선택, ,인공지능기초이해 / 0AST0060 / 7 / 3.0 / 임대환 / 월5~7 / 자유선택 / 
4차산업혁명과창업금융,0AST0074,7,3.0,김수일,월5~7,자유선택, ,4차산업혁명과창업금융 / 0AST0074 / 7 / 3.0 / 김수일 / 월5~7 / 자유선택 / 
미디어로살펴본경영경제생활이해,0AST0088,7,3.0,조상섭,"월6~7, 화5",자유선택, ,"미디어로살펴본경영경제생활이해 / 0AST0088 / 7 / 3.0 / 조상섭 / 월6~7, 화5 / 자유선택 / "
빅데이터와경영,0AAO0008,2,3.0,배지은,화3~5,자유선택, ,빅데이터와경영 / 0AAO0008 / 2 / 3.0 / 배지은 / 화3~5 / 자유선택 / 
모두가디자이너(디자인씽킹과창업),0AAO0010,2,3.0,서민범,화5~7,자유선택, ,모두가디자이너(디자인씽킹과창업) / 0AAO0010 / 2 / 3.0 / 서민범 / 화5~7 / 자유선택 / 
드론제작및운영,0AAO0015,2,3.0,최효선,수1~3,자유선택, ,드론제작및운영 / 0AAO0015 / 2 / 3.0 / 최효선 / 수1~3 / 자유선택 / 
3D프린팅실습,0AAO0016,2,3.0,이윤길,"화7~8, 토11",자유선택, ,"3D프린팅실습 / 0AAO0016 / 2 / 3.0 / 이윤길 / 화7~8, 토11 / 자유선택 / "
3D프린팅실습,0AAO0016,2,3.0,황선휘,"화7~8, 토11",자유선택, ,"3D프린팅실습 / 0AAO0016 / 2 / 3.0 / 황선휘 / 화7~8, 토11 / 자유선택 / "
기업의역사(기업가정신),0APR1167,2,2.0,노혜경,금1~2,자유선택, ,기업의역사(기업가정신) / 0APR1167 / 2 / 2.0 / 노혜경 / 금1~2 / 자유선택 / 
진로설계와자기개발(진로와벤처정신),0ARK2000,2,2.0,이도식,금5~6,자유선택, ,진로설계와자기개발(진로와벤처정신) / 0ARK2000 / 2 / 2.0 / 이도식 / 금5~6 / 자유선택 / 
성공취업전략,0ARK3000,2,2.0,이도식,금7~8,자유선택, ,성공취업전략 / 0ARK3000 / 2 / 2.0 / 이도식 / 금7~8 / 자유선택 / 
국가안보론,0ARK6021,2,2.0,곽정근,월5~6,자유선택, ,국가안보론 / 0ARK6021 / 2 / 2.0 / 곽정근 / 월5~6 / 자유선택 / 
안보학,0ARK6072,1,2.0,교수미정,"월1~2, 금7~8",자유선택, ,"안보학 / 0ARK6072 / 1 / 2.0 / 교수미정 / 월1~2, 금7~8 / 자유선택 / "
조직리더십,0ARK6074,1,2.0,교수미정,"월7~8, 금1~2",자유선택, ,"조직리더십 / 0ARK6074 / 1 / 2.0 / 교수미정 / 월7~8, 금1~2 / 자유선택 / "
대인관계와자기성장,0ARK6076,2,2.0,이점영,목5~6,자유선택, ,대인관계와자기성장 / 0ARK6076 / 2 / 2.0 / 이점영 / 목5~6 / 자유선택 / 
문화브랜드와공간마케팅,0ARK6106,2,3.0,정성욱,"수7~8, 토11",자유선택, ,"문화브랜드와공간마케팅 / 0ARK6106 / 2 / 3.0 / 정성욱 / 수7~8, 토11 / 자유선택 / "
스타트업창업경영과기업가정신,0ARK6107,2,3.0,안건준,월5~7,자유선택, ,스타트업창업경영과기업가정신 / 0ARK6107 / 2 / 3.0 / 안건준 / 월5~7 / 자유선택 / 
커리어디자인,0ARK6108,2,2.0,배성아,목5~6,자유선택, ,커리어디자인 / 0ARK6108 / 2 / 2.0 / 배성아 / 목5~6 / 자유선택 / 
대학생이배워야할투자분석스킬,0ARK6111,2,3.0,하태관,월2~4,자유선택, ,대학생이배워야할투자분석스킬 / 0ARK6111 / 2 / 3.0 / 하태관 / 월2~4 / 자유선택 / 
한미정부자료를통해본한미관계사,0ARK6113,2,3.0,이세진,수7~9,자유선택, ,한미정부자료를통해본한미관계사 / 0ARK6113 / 2 / 3.0 / 이세진 / 수7~9 / 자유선택 / 
사서에서배우는세상을바꾸는지혜,0ARK6116,2,3.0,황길주,수5~7,자유선택, ,사서에서배우는세상을바꾸는지혜 / 0ARK6116 / 2 / 3.0 / 황길주 / 수5~7 / 자유선택 / 
스타트업과리스크관리,0ARK6118,2,3.0,조경식,"수5~6, 수14",자유선택, ,"스타트업과리스크관리 / 0ARK6118 / 2 / 3.0 / 조경식 / 수5~6, 수14 / 자유선택 / "
"현대,미래와친환경기술",0ARK6122,2,3.0,박범섭,"수2~3, 수14",자유선택, ,"현대,미래와친환경기술 / 0ARK6122 / 2 / 3.0 / 박범섭 / 수2~3, 수14 / 자유선택 / "
4차산업혁명시대의정보통신기술,0ARK6123,2,3.0,박범섭,"수5~6, 수13",자유선택, ,"4차산업혁명시대의정보통신기술 / 0ARK6123 / 2 / 3.0 / 박범섭 / 수5~6, 수13 / 자유선택 / "
음악속철학여행,0ARK6124,2,3.0,이은영,"수2~3, 수13",자유선택, ,"음악속철학여행 / 0ARK6124 / 2 / 3.0 / 이은영 / 수2~3, 수13 / 자유선택 / "
우화로배우는인간경영학,0ARK6127,2,3.0,전영미,"목3~4, 목13",자유선택, ,"우화로배우는인간경영학 / 0ARK6127 / 2 / 3.0 / 전영미 / 목3~4, 목13 / 자유선택 / "
4차산업혁명시대의에너지시장개론,0ARK6134,2,3.0,이명희,화6~8,자유선택, ,4차산업혁명시대의에너지시장개론 / 0ARK6134 / 2 / 3.0 / 이명희 / 화6~8 / 자유선택 / 
메타버스시대와벤처,0ARK6135,2,3.0,이동욱,수1~3,자유선택, ,메타버스시대와벤처 / 0ARK6135 / 2 / 3.0 / 이동욱 / 수1~3 / 자유선택 / 
모두의다양성,0ARK6136,2,3.0,서민범,목1~3,자유선택, ,모두의다양성 / 0ARK6136 / 2 / 3.0 / 서민범 / 목1~3 / 자유선택 / 
영상콘텐츠스토리텔링,0ARK6150,2,3.0,김용석,목5~7,자유선택, ,영상콘텐츠스토리텔링 / 0ARK6150 / 2 / 3.0 / 김용석 / 목5~7 / 자유선택 / 
스타트업기업의창의적경영과인물탐구,0ARK6160,2,3.0,박종영,화5~7,자유선택, ,스타트업기업의창의적경영과인물탐구 / 0ARK6160 / 2 / 3.0 / 박종영 / 화5~7 / 자유선택 / 
한국문화와언어의이해,0ARK6166,2,2.0,김혜경,수1~2,자유선택, ,한국문화와언어의이해 / 0ARK6166 / 2 / 2.0 / 김혜경 / 수1~2 / 자유선택 / 
중고급한국어문법,0ARK6167,2,3.0,교수미정,수2~4,자유선택, ,중고급한국어문법 / 0ARK6167 / 2 / 3.0 / 교수미정 / 수2~4 / 자유선택 / 
텍스트데이터분석및활용,0ARK6169,2,3.0,이찬우,수1~3,자유선택, ,텍스트데이터분석및활용 / 0ARK6169 / 2 / 3.0 / 이찬우 / 수1~3 / 자유선택 / 
데이터시각화응용,0ARK6170,2,3.0,이찬우,수4~6,자유선택, ,데이터시각화응용 / 0ARK6170 / 2 / 3.0 / 이찬우 / 수4~6 / 자유선택 / 
데이터사이언스심화,0ARK6171,2,3.0,이찬우,수7~9,자유선택, ,데이터사이언스심화 / 0ARK6171 / 2 / 3.0 / 이찬우 / 수7~9 / 자유선택 / 
한국어발표와프레젠테이션,0ARK6206,2,3.0,교수미정,금6~8,자유선택, ,한국어발표와프레젠테이션 / 0ARK6206 / 2 / 3.0 / 교수미정 / 금6~8 / 자유선택 / 
한국의언어문화,0ARK6207,2,3.0,교수미정,목5~7,자유선택, ,한국의언어문화 / 0ARK6207 / 2 / 3.0 / 교수미정 / 목5~7 / 자유선택 / 
현대미술의이해,0ARK6224,2,3.0,이은지,목2~4,자유선택, ,현대미술의이해 / 0ARK6224 / 2 / 3.0 / 이은지 / 목2~4 / 자유선택 / 
벤처기술개론1,0ASS1011,2,3.0,변태욱,화5~7,자유선택, ,벤처기술개론1 / 0ASS1011 / 2 / 3.0 / 변태욱 / 화5~7 / 자유선택 / 
벤처마케팅,0ASS3020,2,3.0,변태욱,수5~7,자유선택, ,벤처마케팅 / 0ASS3020 / 2 / 3.0 / 변태욱 / 수5~7 / 자유선택 / 
지식서비스창업,0AST0001,2,3.0,김용주,수5~7,자유선택, ,지식서비스창업 / 0AST0001 / 2 / 3.0 / 김용주 / 수5~7 / 자유선택 / 
벤처기술개론2,0AST0004,2,3.0,변태욱,목5~7,자유선택, ,벤처기술개론2 / 0AST0004 / 2 / 3.0 / 변태욱 / 목5~7 / 자유선택 / 
디자인씽킹,0AST0009,2,3.0,이영철,"화2~3, 화13",자유선택, ,"디자인씽킹 / 0AST0009 / 2 / 3.0 / 이영철 / 화2~3, 화13 / 자유선택 / "
4차산업혁명과지식재산의이해,0AST0010,2,3.0,이영철,"화5~6, 화14",자유선택, ,"4차산업혁명과지식재산의이해 / 0AST0010 / 2 / 3.0 / 이영철 / 화5~6, 화14 / 자유선택 / "
예술의역사에서배우는창조정신,0AST0012,2,2.0,정영기,목3~4,자유선택, ,예술의역사에서배우는창조정신 / 0AST0012 / 2 / 2.0 / 정영기 / 목3~4 / 자유선택 / 
대학생을위한실용금융,0AST0035,2,3.0,박남태,"월2~3, 토9",자유선택, ,"대학생을위한실용금융 / 0AST0035 / 2 / 3.0 / 박남태 / 월2~3, 토9 / 자유선택 / "
인터넷쇼핑몰의창업과경영,0AST0051,2,3.0,이상원,수2~4,자유선택, ,인터넷쇼핑몰의창업과경영 / 0AST0051 / 2 / 3.0 / 이상원 / 수2~4 / 자유선택 / 
문제해결과인공지능,0AST0080,2,3.0,김경록,"화1~2, 화13",자유선택, ,"문제해결과인공지능 / 0AST0080 / 2 / 3.0 / 김경록 / 화1~2, 화13 / 자유선택 / "
 , , , , , , , , /  /  /  /  /  /  / 
 , , , , , , , , /  /  /  /  /  /  / 
